9.000000000000000222e-01 9.000000000000000222e-01
1.561938407190453626e+00 9.165809791249387439e-01
2.702333586672721388e+00 1.011256704760222558e+00
4.627828231949888682e+00 1.279026589980432949e+00
7.705921411829570467e+00 2.025903832757124157e+00
1.178056652898052192e+01 4.474567561328530729e+00
1.325853774474713553e+01 1.341317175081622182e+01
6.311841756300892392e+00 3.114361531156052010e+01
1.308853946798232748e+00 3.837655947671694889e+01
2.394829308506411236e-01 3.709271619659922692e+01
5.045790966279180972e-02 3.423997042188084095e+01
1.268774296620874507e-02 3.134130157030525510e+01
3.782167828032255950e-03 2.863665991969890356e+01
1.319368582037684558e-03 2.615364612161337021e+01
5.315232319695217160e-04 2.388277321354172855e+01
2.442468250349032893e-04 2.180810222613367344e+01
1.265721243765848306e-04 1.991331476041781201e+01
7.320200334058157669e-05 1.818302168563281285e+01
4.680076550556702903e-05 1.660301850119563127e+01
3.278982391501855458e-05 1.516028196732354338e+01
2.497849084125073184e-05 1.384290021302954976e+01
2.053579690280625165e-05 1.263998801671657368e+01
1.810146159532080267e-05 1.154160225111501425e+01
1.700429253833317936e-05 1.053866203553709191e+01
1.692997287153830051e-05 9.622874692578200495e+00
1.777355219981522548e-05 8.786667634737021615e+00
1.958489913450855088e-05 8.023126127837247878e+00
2.255669803289083982e-05 7.325936223508350054e+00
2.705017946052459317e-05 6.689332648334346487e+00
3.365784508912660034e-05 6.108051222555957338e+00
4.331265814760001893e-05 5.577285215974645105e+00
5.747827901496406093e-05 5.092646211579070936e+00
7.844971970876478721e-05 4.650127333538415009e+00
1.098528635219412399e-04 4.246070522932982705e+00
1.574694756455602982e-04 3.877136551176687540e+00
2.306026677516574610e-04 3.540277754148351885e+00
3.443536659286959090e-04 3.232713387288585150e+00
5.234602424408153678e-04 2.951907515447718566e+00
8.087668644932192400e-04 2.695549360860540755e+00
1.268284509513864858e-03 2.461536331727566473e+00
2.016000807662534072e-03 2.247959917150420761e+00
3.244427962448482271e-03 2.053095143323535599e+00
5.280600446937819097e-03 1.875394556652769218e+00
8.683514796526129592e-03 1.713488643259363453e+00
1.441364679963117595e-02 1.566195688742592962e+00
2.412945927964688791e-02 1.432546330731583106e+00
4.070683377552955506e-02 1.311831694450084296e+00
6.915100503879133276e-02 1.203690852124453814e+00
1.181978478701413982e-01 1.108266512479925137e+00
2.031215016670212536e-01 1.026485598415594280e+00
3.506329062964439469e-01 9.605851029672520802e-01
6.073349720980242283e-01 9.151654313497793458e-01
1.053988746063642568e+00 8.995087504164230863e-01
1.828381541525361031e+00 9.333337658164513329e-01
3.157168054273130853e+00 1.063309951657730235e+00
5.377722257022790942e+00 1.419327589685439373e+00
8.818969131522720772e+00 2.447255392535324869e+00
1.280526702720731436e+01 6.007270909417871785e+00
1.200394023664200205e+01 1.819298284394674425e+01
4.229225737186868450e+00 3.476637929730858900e+01
7.991060659844805292e-01 3.840838899997221034e+01
1.506632343871474877e-01 3.631904765444915029e+01
3.338146517247449208e-02 3.339505626542850791e+01
8.823917757449744118e-03 3.054354451746661780e+01
2.755408211705064059e-03 2.790238342176564856e+01
1.003021482468595448e-03 2.548165501926428078e+01
4.201268065751348024e-04 2.326871876801403971e+01
2.000495101016682570e-04 2.124725091525182918e+01
1.070927575677169157e-04 1.940113998765119874e+01
6.380121466707954392e-05 1.771532830105530110e+01
4.191146324829710931e-05 1.617595497032380081e+01
3.010026946381183567e-05 1.477032364162211842e+01
2.345346290515757905e-05 1.348682555207649436e+01
1.968388221637716555e-05 1.231485402397418483e+01
1.768022227650457208e-05 1.124472101405174840e+01
1.689743103080007630e-05 1.026757891890173546e+01
1.708941171778836687e-05 9.375348145192713645e+00
1.819979770585759317e-05 8.560650830273234035e+00
2.031877844872640606e-05 7.816750073486439021e+00
2.368338549676221786e-05 7.137494336024222896e+00
2.871311604239702294e-05 6.517266659125219519e+00
3.608474993071416898e-05 5.950938295472425921e+00
4.686031417397423923e-05 5.433826244953980478e+00
6.270552656969574157e-05 4.961655085274840005e+00
8.623654154627138750e-05 4.530521157052596948e+00
1.215965512331618377e-04 4.136860730058927516e+00
1.754102437634938764e-04 3.777420832085912394e+00
2.583639770355417248e-04 3.449232720645278416e+00
3.878428862914545111e-04 3.149587985110453570e+00
5.924194301726432282e-04 2.876017137395422196e+00
9.193451413061807468e-04 2.626270699889662108e+00
1.447477670752461134e-03 2.398303031246167283e+00
2.309283018413064558e-03 2.190259158894316993e+00
3.728853153843688512e-03 2.000465402500796852e+00
6.087568739275044626e-03 1.827424980486651362e+00
1.003832654120319010e-02 1.669820758865283139e+00
1.670457877487179638e-02 1.526528681053628045e+00
2.802872278986516183e-02 1.396647978278348079e+00
4.738270625219621890e-02 1.279558591335661299e+00
8.064048990283426144e-02 1.175024484666541857e+00
